time,pPV
1657991700,16.92
1657992600,16.68
1657993500,17.88
1657994400,17.04
1657995300,16.8
1657996200,17.92
1657997100,16.76
1657998000,17.16
1657998900,16.48
1657999800,16.96
1658000700,15.0
1658001600,15.88
1658002500,16.64
1658003400,17.88
1658004300,16.36
1658005200,15.44
1658006100,14.44
1658007000,14.68
1658007900,15.08
1658008800,14.72
1658009700,14.72
1658010600,14.24
1658011500,14.92
1658012400,14.0
1658013300,15.48
1658014200,13.88
1658015100,14.68
1658016000,13.8
1658016900,14.0
1658017800,12.76
1658018700,13.12
1658019600,13.12
1658020500,12.84
1658021400,12.8
1658022300,12.76
1658023200,12.96
1658024100,12.76
1658025000,12.96
1658025900,12.76
1658026800,14.4
1658027700,13.36
1658028600,13.68
1658029500,13.4
1658030400,13.6
1658031300,13.48
1658032200,13.88
1658033100,13.64
1658034000,15.0
1658034900,15.6
1658035800,15.32
1658036700,15.72
1658037600,15.4
1658038500,16.32
1658039400,15.56
1658040300,16.44
1658041200,15.6
1658042100,15.68
1658043000,15.36
1658043900,15.64
1658044800,15.92
1658045700,15.28
1658046600,15.76
1658047500,15.6
1658048400,15.6
1658049300,15.24
1658050200,16.12
1658051100,15.4
1658052000,15.6
1658052900,15.4
1658053800,15.48
1658054700,15.32
1658055600,15.56
1658056500,15.36
1658057400,15.4
1658058300,15.6
1658059200,15.36
1658060100,15.56
1658061000,15.36
1658061900,15.72
1658062800,15.84
1658063700,16.0
1658064600,15.4
1658065500,15.72
1658066400,16.04
1658067300,15.8
1658068200,16.96
1658069100,17.64
1658070000,15.88
1658070900,16.32
1658071800,16.56
1658072700,15.48
1658073600,16.56
1658074500,16.08
1658075400,15.84
1658076300,15.4
1658077200,15.6
1658078100,15.28
1658079000,16.24
1658079900,15.92
1658080800,15.76
1658081700,15.84
1658082600,16.32
1658083500,15.92
1658084400,16.04
1658085300,16.44
1658086200,15.96
1658087100,18.92
1658088000,15.76
1658088900,17.24
1658089800,16.6
1658090700,16.48
1658091600,14.36
1658092500,14.24
1658093400,14.6
1658094300,13.96
1658095200,14.96
1658096100,13.92
1658097000,16.2
1658097900,14.12
1658098800,14.52
1658099700,14.24
1658100600,15.0
1658101500,14.76
1658102400,14.8
1658103300,14.84
1658104200,14.8
1658105100,15.12
1658106000,13.96
1658106900,15.08
1658107800,13.88
1658108700,14.88
1658109600,13.96
1658110500,14.72
1658111400,14.68
1658112300,14.2
1658113200,14.68
1658114100,14.68
1658115000,15.28
1658115900,14.68
1658116800,14.92
1658117700,14.48
1658118600,15.44
1658119500,15.84
1658120400,17.4
1658121300,18.12
1658122200,16.8
1658123100,19.16
1658124000,19.88
1658124900,20.88
1658125800,23.92
1658126700,24.56
1658127600,24.52
1658128500,27.2
1658129400,25.32
1658130300,25.92
1658131200,24.84
1658132100,24.88
1658133000,24.8
1658133900,24.04
1658134800,26.96
1658135700,27.4
1658136600,27.56
1658137500,25.56
1658138400,26.36
1658139300,25.88
1658140200,25.36
1658141100,25.64
1658142000,25.52
1658142900,23.0
1658143800,22.28
1658144700,24.84
1658145600,25.48
1658146500,25.0
1658147400,24.28
1658148300,24.08
1658149200,23.92
1658150100,24.52
1658151000,23.8
1658151900,22.4
1658152800,25.92
1658153700,24.8
1658154600,25.36
1658155500,24.8
1658156400,24.72
1658157300,24.48
1658158200,23.16
1658159100,24.64
1658160000,22.52
1658160900,20.32
1658161800,18.64
1658162700,16.88
1658163600,16.64
1658164500,16.44
1658165400,16.52
1658166300,16.68
1658167200,16.36
1658168100,16.92
1658169000,17.64
1658169900,17.48
1658170800,15.8
1658171700,16.28
1658172600,15.84
1658173500,17.28
1658174400,17.2
1658175300,17.24
1658176200,17.28
1658177100,17.88
1658178000,12.76
1658178900,13.84
1658179800,16.08
1658180700,14.96
1658181600,15.32
1658182500,14.4
1658183400,15.76
1658184300,14.88
1658185200,15.16
1658186100,15.52
1658187000,15.16
1658187900,16.6
1658188800,15.48
1658189700,14.84
1658190600,13.68
1658191500,13.56
1658192400,14.48
1658193300,13.28
1658194200,13.52
1658195100,13.16
1658196000,14.08
1658196900,13.08
1658197800,13.52
1658198700,13.36
1658199600,13.96
1658200500,13.92
1658201400,13.84
1658202300,14.04
1658203200,13.76
1658204100,14.12
1658205000,13.68
1658205900,14.24
1658206800,17.68
1658207700,16.44
1658208600,17.12
1658209500,17.48
1658210400,22.24
1658211300,18.16
1658212200,19.64
1658213100,20.4
1658214000,22.6
1658214900,23.04
1658215800,21.48
1658216700,23.56
1658217600,24.12
1658218500,23.28
1658219400,22.72
1658220300,23.72
1658221200,24.76
1658222100,22.6
1658223000,22.24
1658223900,22.72
1658224800,22.48
1658225700,22.16
1658226600,22.72
1658227500,22.2
1658228400,22.88
1658229300,20.68
1658230200,21.92
1658231100,21.64
1658232000,20.48
1658232900,21.44
1658233800,20.64
1658234700,21.96
1658235600,25.16
1658236500,24.28
1658237400,23.48
1658238300,25.24
1658239200,25.88
1658240100,24.64
1658241000,20.0
1658241900,20.36
1658242800,20.96
1658243700,20.08
1658244600,21.56
1658245500,20.08
1658246400,19.68
1658247300,19.84
1658248200,20.24
1658249100,19.76
1658250000,20.24
1658250900,19.8
1658251800,18.8
1658252700,19.8
1658253600,19.72
1658254500,19.24
1658255400,18.48
1658256300,19.08
1658257200,19.92
1658258100,17.44
1658259000,17.76
1658259900,17.4
1658260800,17.88
1658261700,17.76
1658262600,17.8
1658263500,17.88
1658264400,11.92
1658265300,12.52
1658266200,11.76
1658267100,11.88
1658268000,11.12
1658268900,11.36
1658269800,10.56
1658270700,10.88
1658271600,10.6
1658272500,10.8
1658273400,11.16
1658274300,10.76
1658275200,11.36
1658276100,10.44
1658277000,11.8
1658277900,10.36
1658278800,11.44
1658279700,10.32
1658280600,10.76
1658281500,10.44
1658282400,10.84
1658283300,10.48
1658284200,10.48
1658285100,10.6
1658286000,11.0
1658286900,11.96
1658287800,11.12
1658288700,11.36
1658289600,10.92
1658290500,11.36
1658291400,11.08
1658292300,11.8
1658293200,16.24
1658294100,17.12
1658295000,17.0
1658295900,17.84
1658296800,20.12
1658297700,18.48
1658298600,21.72
1658299500,24.48
1658300400,22.84
1658301300,21.52
1658302200,23.56
1658303100,23.72
1658304000,23.32
1658304900,24.76
1658305800,25.36
1658306700,23.76
1658307600,24.36
1658308500,24.28
1658309400,21.72
1658310300,22.32
1658311200,23.92
1658312100,22.48
1658313000,23.36
1658313900,23.8
1658314800,24.0
1658315700,25.0
1658316600,24.96
1658317500,27.28
1658318400,27.2
1658319300,27.4
1658320200,27.04
1658321100,26.4
1658322000,25.28
1658322900,24.16
1658323800,23.92
1658324700,23.12
1658325600,22.56
1658326500,23.24
1658327400,26.08
1658328300,24.4
1658329200,24.64
1658330100,22.64
1658331000,23.28
1658331900,24.0
1658332800,24.12
1658333700,24.76
1658334600,24.04
1658335500,22.68
1658336400,23.4
1658337300,22.12
1658338200,21.88
1658339100,22.32
1658340000,23.04
1658340900,24.76
1658341800,23.92
1658342700,24.52
1658343600,23.76
1658344500,23.08
1658345400,22.6
1658346300,21.88
1658347200,22.6
1658348100,22.0
1658349000,22.44
1658349900,22.0
1658350800,17.64
1658351700,15.36
1658352600,15.56
1658353500,15.04
1658354400,12.96
1658355300,13.92
1658356200,12.68
1658357100,13.96
1658358000,12.64
1658358900,13.88
1658359800,13.28
1658360700,13.6
1658361600,13.68
1658362500,12.88
1658363400,14.12
1658364300,12.72
1658365200,13.64
1658366100,12.84
1658367000,13.96
1658367900,12.6
1658368800,13.44
1658369700,13.08
1658370600,12.76
1658371500,13.52
1658372400,11.8
1658373300,12.12
1658374200,11.84
1658375100,12.08
1658376000,12.56
1658376900,11.8
1658377800,12.92
1658378700,12.04
1658379600,17.52
1658380500,19.92
1658381400,18.8
1658382300,18.28
1658383200,17.92
1658384100,22.52
1658385000,21.24
1658385900,23.92
1658386800,26.2
1658387700,25.04
1658388600,25.92
1658389500,26.16
1658390400,28.72
1658391300,29.16
1658392200,29.52
1658393100,26.56
1658394000,24.32
1658394900,24.64
1658395800,24.08
1658396700,24.32
1658397600,23.96
1658398500,24.8
1658399400,24.64
1658400300,23.88
1658401200,25.16
1658402100,24.36
1658403000,23.52
1658403900,21.88
1658404800,22.4
1658405700,20.64
1658406600,20.2
1658407500,19.88
1658408400,19.8
1658409300,21.04
1658410200,22.72
1658411100,21.52
1658412000,24.16
1658412900,24.16
1658413800,23.92
1658414700,25.36
1658415600,22.24
1658416500,22.88
1658417400,21.56
1658418300,21.24
1658419200,20.08
1658420100,18.88
1658421000,16.52
1658421900,16.68
1658422800,16.92
1658423700,16.16
1658424600,16.96
1658425500,15.6
1658426400,15.76
1658427300,15.72
1658428200,15.96
1658429100,16.0
1658430000,15.2
1658430900,15.6
1658431800,15.4
1658432700,15.04
1658433600,15.84
1658434500,14.76
1658435400,16.04
1658436300,14.88
1658437200,13.6
1658438100,12.96
1658439000,12.92
1658439900,13.72
1658440800,12.72
1658441700,13.84
1658442600,12.72
1658443500,14.0
1658444400,13.2
1658445300,13.0
1658446200,13.44
1658447100,12.68
1658448000,13.92
1658448900,13.0
1658449800,13.8
1658450700,12.72
1658451600,13.16
1658452500,13.88
1658453400,12.8
1658454300,14.48
1658455200,12.76
1658456100,13.72
1658457000,13.04
1658457900,13.0
1658458800,14.44
1658459700,13.52
1658460600,14.4
1658461500,13.24
1658462400,13.68
1658463300,13.72
1658464200,13.44
1658465100,14.72
1658466000,16.48
1658466900,17.12
1658467800,16.44
1658468700,17.16
1658469600,18.92
1658470500,24.28
1658471400,21.4
1658472300,25.08
1658473200,26.12
1658474100,26.32
1658475000,25.72
1658475900,24.68
1658476800,26.32
1658477700,25.36
1658478600,24.64
1658479500,25.56
1658480400,26.24
1658481300,25.88
1658482200,24.36
1658483100,23.2
1658484000,24.52
1658484900,24.72
1658485800,23.68
1658486700,22.12
1658487600,23.0
1658488500,22.84
1658489400,24.32
1658490300,23.76
1658491200,23.8
1658492100,23.0
1658493000,23.44
1658493900,23.24
1658494800,21.96
1658495700,23.52
1658496600,22.76
1658497500,22.2
1658498400,21.96
1658499300,19.96
1658500200,18.88
1658501100,18.36
1658502000,18.4
1658502900,19.72
1658503800,19.08
1658504700,18.04
1658505600,19.0
1658506500,18.12
1658507400,18.08
1658508300,17.8
1658509200,17.04
1658510100,19.68
1658511000,18.72
1658511900,16.72
1658512800,17.24
1658513700,17.36
1658514600,15.96
1658515500,16.48
1658516400,16.44
1658517300,16.56
1658518200,15.44
1658519100,15.28
1658520000,15.52
1658520900,15.12
1658521800,15.72
1658522700,15.2
1658523600,10.0
1658524500,9.2
1658525400,9.48
1658526300,9.56
1658527200,9.28
1658528100,9.4
1658529000,9.12
1658529900,9.88
1658530800,9.48
1658531700,10.04
1658532600,9.24
1658533500,10.04
1658534400,9.76
1658535300,9.12
1658536200,9.2
1658537100,9.24
1658538000,10.36
1658538900,9.16
1658539800,10.0
1658540700,9.12
1658541600,9.88
1658542500,9.08
1658543400,10.04
1658544300,9.52
1658545200,10.24
1658546100,10.6
1658547000,9.72
1658547900,10.76
1658548800,9.72
1658549700,10.68
1658550600,9.56
1658551500,10.4
1658552400,14.84
1658553300,16.4
1658554200,15.76
1658555100,15.88
1658556000,16.32
1658556900,15.72
1658557800,19.24
1658558700,16.12
1658559600,19.4
1658560500,18.28
1658561400,21.6
1658562300,20.32
1658563200,20.8
1658564100,20.6
1658565000,21.44
1658565900,20.24
1658566800,20.76
1658567700,21.52
1658568600,21.56
1658569500,23.16
1658570400,21.76
1658571300,21.8
1658572200,21.52
1658573100,20.76
1658574000,20.84
1658574900,21.32
1658575800,22.64
1658576700,23.0
1658577600,23.08
1658578500,20.72
1658579400,21.56
1658580300,21.92
1658581200,22.28
1658582100,21.92
1658583000,20.6
1658583900,22.08
1658584800,20.48
1658585700,20.84
1658586600,20.56
1658587500,20.4
1658588400,21.08
1658589300,21.2
1658590200,19.24
1658591100,18.68
1658592000,17.44
1658592900,16.48
1658593800,17.88
1658594700,16.24
1658595600,15.92
1658596500,18.4
1658597400,16.68
1658598300,17.16
1658599200,18.12
1658600100,17.96
1658601000,17.0
1658601900,15.72
1658602800,16.52
1658603700,15.6
1658604600,16.88
1658605500,18.76
1658606400,16.64
1658607300,18.04
1658608200,17.16
1658609100,17.76
1658610000,14.8
1658610900,14.08
1658611800,14.88
1658612700,14.52
1658613600,15.48
1658614500,15.48
1658615400,15.2
1658616300,14.68
1658617200,13.6
1658618100,14.76
1658619000,12.92
1658619900,14.08
1658620800,12.92
1658621700,12.76
1658622600,13.28
1658623500,12.6
1658624400,13.48
1658625300,12.48
1658626200,13.72
1658627100,13.32
1658628000,12.68
1658628900,13.92
1658629800,12.56
1658630700,14.24
1658631600,13.44
1658632500,14.32
1658633400,14.2
1658634300,13.24
1658635200,14.6
1658636100,13.28
1658637000,14.8
1658637900,13.72
1658638800,15.08
1658639700,16.2
1658640600,15.28
1658641500,16.88
1658642400,15.32
1658643300,16.6
1658644200,15.88
1658645100,15.6
1658646000,16.16
1658646900,15.36
1658647800,17.12
1658648700,15.4
1658649600,16.4
1658650500,15.84
1658651400,15.76
1658652300,16.6
1658653200,16.0
1658654100,17.08
1658655000,15.36
1658655900,15.6
1658656800,15.4
1658657700,15.4
1658658600,15.6
1658659500,15.48
1658660400,15.72
1658661300,15.28
1658662200,15.52
1658663100,15.48
1658664000,15.32
1658664900,15.72
1658665800,15.4
1658666700,15.68
1658667600,15.4
1658668500,15.52
1658669400,15.6
1658670300,15.4
1658671200,15.72
1658672100,15.36
1658673000,15.72
1658673900,15.36
1658674800,15.48
1658675700,15.68
1658676600,16.0
1658677500,16.28
1658678400,15.28
1658679300,15.76
1658680200,15.44
1658681100,15.8
1658682000,15.44
1658682900,15.56
1658683800,15.56
1658684700,15.52
1658685600,15.88
1658686500,15.8
1658687400,17.48
1658688300,16.28
1658689200,16.2
1658690100,15.28
1658691000,15.12
1658691900,15.52
1658692800,14.96
1658693700,15.56
1658694600,14.72
1658695500,16.12
1658696400,8.88
1658697300,9.68
1658698200,9.04
1658699100,10.16
1658700000,9.84
1658700900,13.2
1658701800,13.32
1658702700,13.12
1658703600,12.84
1658704500,12.76
1658705400,13.96
1658706300,12.6
1658707200,14.04
1658708100,12.76
1658709000,13.4
1658709900,12.8
1658710800,13.32
1658711700,13.2
1658712600,12.88
1658713500,13.32
1658714400,12.76
1658715300,13.4
1658716200,12.64
1658717100,12.92
1658718000,13.2
1658718900,13.72
1658719800,13.32
1658720700,13.64
1658721600,13.12
1658722500,13.44
1658723400,13.4
1658724300,13.84
1658725200,17.08
1658726100,16.24
1658727000,16.4
1658727900,17.0
1658728800,16.68
1658729700,16.2
1658730600,19.68
1658731500,18.48
1658732400,18.16
1658733300,17.76
1658734200,21.32
1658735100,21.24
1658736000,22.08
1658736900,22.84
1658737800,22.56
1658738700,22.16
1658739600,22.12
1658740500,22.72
1658741400,23.08
1658742300,23.44
1658743200,22.76
1658744100,23.16
1658745000,22.64
1658745900,21.88
1658746800,22.88
1658747700,21.16
1658748600,20.4
1658749500,19.68
1658750400,19.56
1658751300,19.6
1658752200,19.8
1658753100,20.28
1658754000,20.0
1658754900,20.56
1658755800,20.04
1658756700,19.84
1658757600,22.36
1658758500,21.88
1658759400,21.8
1658760300,22.04
1658761200,20.88
1658762100,19.92
1658763000,19.44
1658763900,17.92
1658764800,18.4
1658765700,18.04
1658766600,17.88
1658767500,18.24
1658768400,16.84
1658769300,16.52
1658770200,17.24
1658771100,16.64
1658772000,17.52
1658772900,17.08
1658773800,17.04
1658774700,16.28
1658775600,17.0
1658776500,16.32
1658777400,15.64
1658778300,18.04
1658779200,16.48
1658780100,16.16
1658781000,16.12
1658781900,15.32
1658782800,9.0
1658783700,9.08
1658784600,9.92
1658785500,12.12
1658786400,14.12
1658787300,12.88
1658788200,14.16
1658789100,13.28
1658790000,13.8
1658790900,14.16
1658791800,13.16
1658792700,14.24
1658793600,12.88
1658794500,13.8
1658795400,13.24
1658796300,13.4
1658797200,12.88
1658798100,13.0
1658799000,13.04
1658799900,12.92
1658800800,14.2
1658801700,13.0
1658802600,13.24
1658803500,12.88
1658804400,13.92
1658805300,14.48
1658806200,13.76
1658807100,13.8
1658808000,14.76
1658808900,14.0
1658809800,13.44
1658810700,13.88
1658811600,15.2
1658812500,15.8
1658813400,16.48
1658814300,17.6
1658815200,18.16
1658816100,17.68
1658817000,20.2
1658817900,20.24
1658818800,20.88
1658819700,21.04
1658820600,23.0
1658821500,26.56
1658822400,26.76
1658823300,26.96
1658824200,25.16
1658825100,23.4
1658826000,24.0
1658826900,25.84
1658827800,25.6
1658828700,26.92
1658829600,28.0
1658830500,27.08
1658831400,26.48
1658832300,25.4
1658833200,24.68
1658834100,23.32
1658835000,21.56
1658835900,21.48
1658836800,22.76
1658837700,22.0
1658838600,22.72
1658839500,26.8
1658840400,27.32
1658841300,26.2
1658842200,27.12
1658843100,26.8
1658844000,26.36
1658844900,26.44
1658845800,25.0
1658846700,23.6
1658847600,23.44
1658848500,21.92
1658849400,23.88
1658850300,23.24
1658851200,23.6
1658852100,21.84
1658853000,21.36
1658853900,19.64
1658854800,24.8
1658855700,27.44
1658856600,26.6
1658857500,25.92
1658858400,23.4
1658859300,23.56
1658860200,23.68
1658861100,21.92
1658862000,23.48
1658862900,25.0
1658863800,25.64
1658864700,22.2
1658865600,22.48
1658866500,22.72
1658867400,22.88
1658868300,22.12
1658869200,20.52
1658870100,19.56
1658871000,20.36
1658871900,20.96
1658872800,21.64
1658873700,21.88
1658874600,20.96
1658875500,20.28
1658876400,20.12
1658877300,18.72
1658878200,18.0
1658879100,18.36
1658880000,19.24
1658880900,19.04
1658881800,16.2
1658882700,16.32
1658883600,16.32
1658884500,15.52
1658885400,14.08
1658886300,13.84
1658887200,14.16
1658888100,13.76
1658889000,14.08
1658889900,13.88
1658890800,14.6
1658891700,14.52
1658892600,14.72
1658893500,14.6
1658894400,14.28
1658895300,15.52
1658896200,14.48
1658897100,15.08
1658898000,17.6
1658898900,17.88
1658899800,16.68
1658900700,17.04
1658901600,18.48
1658902500,18.28
1658903400,19.08
1658904300,19.2
1658905200,21.12
1658906100,21.28
1658907000,20.4
1658907900,20.36
1658908800,19.16
1658909700,21.16
1658910600,20.72
1658911500,21.64
1658912400,21.88
1658913300,22.12
1658914200,20.36
1658915100,21.88
1658916000,21.08
1658916900,20.44
1658917800,21.44
1658918700,21.28
1658919600,21.88
1658920500,20.44
1658921400,19.48
1658922300,19.84
1658923200,19.64
1658924100,20.36
1658925000,19.12
1658925900,18.96
1658926800,19.96
1658927700,22.64
1658928600,21.12
1658929500,20.24
1658930400,19.6
1658931300,21.72
1658932200,20.08
1658933100,20.24
1658934000,19.36
1658934900,20.0
1658935800,20.08
1658936700,19.84
1658937600,18.96
1658938500,18.16
1658939400,17.56
1658940300,15.92
1658941200,16.92
1658942100,15.84
1658943000,17.16
1658943900,16.24
1658944800,16.08
1658945700,15.92
1658946600,17.32
1658947500,16.16
1658948400,15.64
1658949300,15.04
1658950200,15.2
1658951100,15.0
1658952000,14.92
1658952900,15.52
1658953800,15.0
1658954700,16.04
1658955600,12.92
1658956500,13.92
1658957400,12.76
1658958300,13.72
1658959200,12.8
1658960100,13.76
1658961000,12.92
1658961900,13.84
1658962800,13.4
1658963700,12.96
1658964600,13.44
1658965500,13.12
1658966400,13.08
1658967300,13.04
1658968200,13.0
1658969100,12.8
1658970000,13.6
1658970900,12.96
1658971800,14.24
1658972700,12.88
1658973600,13.68
1658974500,12.92
1658975400,13.4
1658976300,13.2
1658977200,14.36
1658978100,13.44
1658979000,13.92
1658979900,14.16
1658980800,14.36
1658981700,13.76
1658982600,12.92
1658983500,13.72
1658984400,14.4
1658985300,15.88
1658986200,15.04
1658987100,17.6
1658988000,15.92
1658988900,16.92
1658989800,19.04
1658990700,19.6
1658991600,22.0
1658992500,21.6
1658993400,21.52
1658994300,20.24
1658995200,23.4
1658996100,23.04
1658997000,23.56
1658997900,23.48
1658998800,23.08
1658999700,23.28
1659000600,24.0
1659001500,23.96
1659002400,21.96
1659003300,22.44
1659004200,22.4
1659005100,23.2
1659006000,22.4
1659006900,21.68
1659007800,21.52
1659008700,21.64
1659009600,19.52
1659010500,19.56
1659011400,19.96
1659012300,18.8
1659013200,20.28
1659014100,19.64
1659015000,18.52
1659015900,18.12
1659016800,18.64
1659017700,19.72
1659018600,20.96
1659019500,21.88
1659020400,19.76
1659021300,18.68
1659022200,19.8
1659023100,19.12
1659024000,18.08
1659024900,16.84
1659025800,18.52
1659026700,18.52
1659027600,17.56
1659028500,17.96
1659029400,17.68
1659030300,16.76
1659031200,16.92
1659032100,16.56
1659033000,17.72
1659033900,17.84
1659034800,17.76
1659035700,18.04
1659036600,17.08
1659037500,16.92
1659038400,15.68
1659039300,16.96
1659040200,15.32
1659041100,16.4
1659042000,15.84
1659042900,13.32
1659043800,14.08
1659044700,13.24
1659045600,14.48
1659046500,13.12
1659047400,13.52
1659048300,13.16
1659049200,14.28
1659050100,13.44
1659051000,13.6
1659051900,13.88
1659052800,13.32
1659053700,13.44
1659054600,13.24
1659055500,14.84
1659056400,13.2
1659057300,14.04
1659058200,13.2
1659059100,14.0
1659060000,13.8
1659060900,13.28
1659061800,13.88
1659062700,13.4
1659063600,15.24
1659064500,13.72
1659065400,14.96
1659066300,13.76
1659067200,14.88
1659068100,13.84
1659069000,14.48
1659069900,14.24
1659070800,15.8
1659071700,17.8
1659072600,14.92
1659073500,17.16
1659074400,15.92
1659075300,17.52
1659076200,17.12
1659077100,18.36
1659078000,18.04
1659078900,17.92
1659079800,17.76
1659080700,17.72
1659081600,21.52
1659082500,21.68
1659083400,21.84
1659084300,19.44
1659085200,20.08
1659086100,18.8
1659087000,18.56
1659087900,18.24
1659088800,18.88
1659089700,19.8
1659090600,19.92
1659091500,19.72
1659092400,20.44
1659093300,19.08
1659094200,17.92
1659095100,18.52
1659096000,18.12
1659096900,17.84
1659097800,18.84
1659098700,16.68
1659099600,17.48
1659100500,15.68
1659101400,15.04
1659102300,14.72
1659103200,15.28
1659104100,14.76
1659105000,15.76
1659105900,15.04
1659106800,16.76
1659107700,17.0
1659108600,15.88
1659109500,16.4
1659110400,15.36
1659111300,16.52
1659112200,14.6
1659113100,15.76
1659114000,15.76
1659114900,15.04
1659115800,16.24
1659116700,14.68
1659117600,14.6
1659118500,14.8
1659119400,15.2
1659120300,14.4
1659121200,14.56
1659122100,13.68
1659123000,13.96
1659123900,14.48
1659124800,13.84
1659125700,14.52
1659126600,13.76
1659127500,14.6
1659128400,11.88
1659129300,12.76
1659130200,11.64
1659131100,12.04
1659132000,12.28
1659132900,12.12
1659133800,12.6
1659134700,12.0
1659135600,12.44
1659136500,11.68
1659137400,12.2
1659138300,11.8
1659139200,12.16
1659140100,11.64
1659141000,11.96
1659141900,12.44
1659142800,12.0
1659143700,11.92
1659144600,11.8
1659145500,12.56
1659146400,11.76
1659147300,12.56
1659148200,11.96
1659149100,13.12
1659150000,12.44
1659150900,12.76
1659151800,13.0
1659152700,12.48
1659153600,13.12
1659154500,12.44
1659155400,13.2
1659156300,12.28
1659157200,14.24
1659158100,14.24
1659159000,15.28
1659159900,14.52
1659160800,14.72
1659161700,14.48
1659162600,14.48
1659163500,15.72
1659164400,16.72
1659165300,16.64
1659166200,15.08
1659167100,15.8
1659168000,15.32
1659168900,15.44
1659169800,15.92
1659170700,15.64
1659171600,16.6
1659172500,16.2
1659173400,16.04
1659174300,15.64
1659175200,15.56
1659176100,15.16
1659177000,16.84
1659177900,15.96
1659178800,16.4
1659179700,15.36
1659180600,15.44
1659181500,16.24
1659182400,14.8
1659183300,14.88
1659184200,14.64
1659185100,14.84
1659186000,14.76
1659186900,15.0
1659187800,14.56
1659188700,15.48
1659189600,14.76
1659190500,15.12
1659191400,16.16
1659192300,15.36
1659193200,15.8
1659194100,15.4
1659195000,15.56
1659195900,15.76
1659196800,15.04
1659197700,15.12
1659198600,15.08
1659199500,15.2
1659200400,15.12
1659201300,15.08
1659202200,15.28
1659203100,15.08
1659204000,15.28
1659204900,14.96
1659205800,16.12
1659206700,15.12
1659207600,15.72
1659208500,14.2
1659209400,14.52
1659210300,14.68
1659211200,14.6
1659212100,14.48
1659213000,14.68
1659213900,14.28
1659214800,12.64
1659215700,12.68
1659216600,12.44
1659217500,13.52
1659218400,12.16
1659219300,12.72
1659220200,12.04
1659221100,12.84
1659222000,12.04
1659222900,13.16
1659223800,11.96
1659224700,13.4
1659225600,12.04
1659226500,12.64
1659227400,12.16
1659228300,12.84
1659229200,11.92
1659230100,12.36
1659231000,12.04
1659231900,12.48
1659232800,12.28
1659233700,12.48
1659234600,12.4
1659235500,12.2
1659236400,13.68
1659237300,12.68
1659238200,12.8
1659239100,12.6
1659240000,13.52
1659240900,12.56
1659241800,13.68
1659242700,12.56
1659243600,15.32
1659244500,14.56
1659245400,15.0
1659246300,14.96
1659247200,15.08
1659248100,15.16
1659249000,14.88
1659249900,15.24
1659250800,14.92
1659251700,15.28
1659252600,14.76
1659253500,15.52
1659254400,14.96
1659255300,15.6
1659256200,14.52
1659257100,14.96
1659258000,14.56
1659258900,14.92
1659259800,14.64
1659260700,15.0
1659261600,14.84
1659262500,15.04
1659263400,14.68
1659264300,14.88
1659265200,14.72
1659266100,14.96
1659267000,14.84
1659267900,14.84
1659268800,14.76
1659269700,14.88
1659270600,15.04
1659271500,14.64
1659272400,15.04
1659273300,14.6
1659274200,15.04
1659275100,14.72
1659276000,15.04
1659276900,14.68
1659277800,15.04
1659278700,14.72
1659279600,15.04
1659280500,15.04
1659281400,15.32
1659282300,14.76
1659283200,14.96
1659284100,14.96
1659285000,15.76
1659285900,14.88
1659286800,15.76
1659287700,15.0
1659288600,14.92
1659289500,15.12
1659290400,14.8
1659291300,15.04
1659292200,14.72
1659293100,15.12
1659294000,14.64
1659294900,14.4
1659295800,14.44
1659296700,14.72
1659297600,14.16
1659298500,14.96
1659299400,14.16
1659300300,15.04
1659301200,8.56
1659302100,8.2
1659303000,8.8
1659303900,10.76
1659304800,11.96
1659305700,12.08
1659306600,12.04
1659307500,12.0
1659308400,12.76
1659309300,11.96
1659310200,12.84
1659311100,11.92
1659312000,12.8
1659312900,11.84
1659313800,12.48
1659314700,12.08
1659315600,12.8
1659316500,11.92
1659317400,12.76
1659318300,12.12
1659319200,12.64
1659320100,12.6
1659321000,12.16
1659321900,12.56
1659322800,12.72
1659323700,13.44
1659324600,12.56
1659325500,13.48
1659326400,12.56
1659327300,13.28
1659328200,12.6
1659329100,13.8
1659330000,14.8
1659330900,16.4
1659331800,15.04
1659332700,17.4
1659333600,17.52
1659334500,17.88
1659335400,20.08
1659336300,19.4
1659337200,17.44
1659338100,16.12
1659339000,18.28
1659339900,16.92
1659340800,17.8
1659341700,17.4
1659342600,18.96
1659343500,19.32
1659344400,19.12
1659345300,18.6
1659346200,17.72
1659347100,17.68
1659348000,18.6
1659348900,17.52
1659349800,18.32
1659350700,17.56
1659351600,19.04
1659352500,16.56
1659353400,16.6
1659354300,18.16
1659355200,17.16
1659356100,16.8
1659357000,17.44
1659357900,19.16
1659358800,18.52
1659359700,17.12
1659360600,17.16
1659361500,17.04
1659362400,18.24
1659363300,16.48
1659364200,16.36
1659365100,17.64
1659366000,18.44
1659366900,17.68
1659367800,17.56
1659368700,16.28
1659369600,16.8
1659370500,15.52
1659371400,14.56
1659372300,14.56
1659373200,14.52
1659374100,16.0
1659375000,14.92
1659375900,15.12
1659376800,14.32
1659377700,14.6
1659378600,14.84
1659379500,14.64
1659380400,15.16
1659381300,13.76
1659382200,14.44
1659383100,13.36
1659384000,14.32
1659384900,13.8
1659385800,14.24
1659386700,15.08
1659387600,12.32
1659388500,12.16
1659389400,11.68
