time,pPV
1650167100,10.08
1650168000,9.76
1650168900,9.92
1650169800,9.76
1650170700,10.08
1650171600,14.76
1650172500,16.6
1650173400,16.44
1650174300,16.68
1650175200,16.4
1650176100,16.96
1650177000,16.48
1650177900,16.8
1650178800,16.4
1650179700,16.72
1650180600,16.32
1650181500,16.68
1650182400,16.44
1650183300,16.76
1650184200,16.56
1650185100,18.52
1650186000,16.88
1650186900,16.64
1650187800,16.44
1650188700,16.64
1650189600,16.36
1650190500,16.4
1650191400,16.36
1650192300,16.52
1650193200,16.52
1650194100,16.44
1650195000,16.6
1650195900,16.36
1650196800,16.6
1650197700,16.24
1650198600,16.48
1650199500,16.24
1650200400,16.6
1650201300,16.36
1650202200,16.6
1650203100,16.4
1650204000,16.4
1650204900,16.84
1650205800,16.88
1650206700,16.68
1650207600,16.4
1650208500,16.72
1650209400,16.4
1650210300,16.76
1650211200,16.52
1650212100,17.84
1650213000,17.24
1650213900,16.68
1650214800,16.8
1650215700,16.6
1650216600,16.92
1650217500,16.72
1650218400,16.88
1650219300,16.76
1650220200,16.64
1650221100,17.0
1650222000,16.72
1650222900,16.2
1650223800,15.84
1650224700,15.96
1650225600,16.32
1650226500,16.4
1650227400,16.6
1650228300,17.08
1650229200,10.16
1650230100,9.64
1650231000,9.88
1650231900,9.8
1650232800,9.8
1650233700,9.88
1650234600,9.6
1650235500,9.76
1650236400,9.28
1650237300,9.52
1650238200,9.16
1650239100,9.44
1650240000,9.28
1650240900,9.28
1650241800,9.44
1650242700,9.24
1650243600,9.44
1650244500,9.12
1650245400,9.48
1650246300,9.24
1650247200,9.44
1650248100,9.4
1650249000,9.32
1650249900,9.32
1650250800,10.0
1650251700,10.32
1650252600,10.0
1650253500,10.24
1650254400,9.92
1650255300,10.12
1650256200,10.24
1650257100,10.16
1650258000,15.0
1650258900,16.48
1650259800,16.72
1650260700,16.6
1650261600,17.04
1650262500,16.92
1650263400,16.84
1650264300,16.64
1650265200,16.8
1650266100,16.84
1650267000,16.68
1650267900,16.96
1650268800,16.56
1650269700,16.88
1650270600,16.52
1650271500,16.8
1650272400,17.36
1650273300,17.0
1650274200,16.72
1650275100,16.64
1650276000,16.76
1650276900,17.16
1650277800,17.4
1650278700,17.0
1650279600,17.36
1650280500,16.6
1650281400,16.88
1650282300,16.6
1650283200,16.76
1650284100,17.76
1650285000,16.68
1650285900,16.52
1650286800,16.72
1650287700,16.56
1650288600,16.56
1650289500,16.72
1650290400,16.52
1650291300,16.8
1650292200,16.52
1650293100,16.72
1650294000,16.44
1650294900,17.48
1650295800,16.56
1650296700,16.72
1650297600,16.6
1650298500,16.64
1650299400,16.68
1650300300,16.72
1650301200,17.36
1650302100,16.64
1650303000,16.84
1650303900,16.56
1650304800,16.68
1650305700,16.6
1650306600,16.76
1650307500,16.56
1650308400,16.36
1650309300,15.4
1650310200,15.56
1650311100,15.4
1650312000,16.0
1650312900,15.88
1650313800,16.0
1650314700,16.48
1650315600,10.48
1650316500,10.2
1650317400,10.24
1650318300,10.0
1650319200,10.0
1650320100,9.68
1650321000,9.96
1650321900,9.8
1650322800,9.92
1650323700,9.4
1650324600,9.4
1650325500,9.52
1650326400,9.52
1650327300,9.36
1650328200,9.36
1650329100,9.32
1650330000,9.44
1650330900,9.44
1650331800,9.48
1650332700,9.48
1650333600,9.56
1650334500,9.48
1650335400,9.44
1650336300,9.52
1650337200,10.16
1650338100,10.32
1650339000,10.12
1650339900,10.2
1650340800,10.08
1650341700,10.16
1650342600,10.04
1650343500,10.32
1650344400,14.76
1650345300,16.8
1650346200,16.48
1650347100,18.96
1650348000,17.6
1650348900,19.68
1650349800,20.2
1650350700,18.68
1650351600,20.48
1650352500,22.48
1650353400,22.28
1650354300,21.96
1650355200,24.08
1650356100,26.0
1650357000,23.16
1650357900,25.12
1650358800,24.0
1650359700,28.92
1650360600,26.8
1650361500,26.04
1650362400,25.92
1650363300,26.36
1650364200,25.96
1650365100,24.88
1650366000,25.68
1650366900,24.4
1650367800,25.8
1650368700,23.6
1650369600,23.88
1650370500,25.44
1650371400,26.52
1650372300,27.0
1650373200,27.52
1650374100,29.2
1650375000,28.72
1650375900,27.04
1650376800,25.88
1650377700,24.64
1650378600,24.8
1650379500,23.68
1650380400,24.36
1650381300,24.32
1650382200,26.72
1650383100,23.2
1650384000,22.16
1650384900,20.28
1650385800,19.72
1650386700,19.4
1650387600,20.44
1650388500,20.68
1650389400,19.52
1650390300,18.44
1650391200,18.84
1650392100,18.52
1650393000,19.0
1650393900,18.36
1650394800,17.84
1650395700,16.68
1650396600,16.84
1650397500,16.48
1650398400,16.88
1650399300,16.68
1650400200,17.0
1650401100,16.64
1650402000,15.16
1650402900,15.0
1650403800,14.68
1650404700,10.6
1650405600,11.0
1650406500,11.44
1650407400,11.64
1650408300,11.4
1650409200,11.56
1650410100,10.96
1650411000,11.24
1650411900,10.96
1650412800,11.16
1650413700,10.96
1650414600,11.04
1650415500,11.0
1650416400,11.04
1650417300,10.84
1650418200,10.64
1650419100,10.64
1650420000,10.6
1650420900,10.84
1650421800,10.56
1650422700,10.72
1650423600,11.24
1650424500,11.56
1650425400,11.28
1650426300,11.48
1650427200,11.12
1650428100,11.44
1650429000,11.24
1650429900,11.64
1650430800,16.44
1650431700,18.12
1650432600,17.04
1650433500,21.32
1650434400,24.92
1650435300,24.44
1650436200,23.28
1650437100,24.12
1650438000,26.24
1650438900,24.76
1650439800,27.28
1650440700,27.44
1650441600,30.04
1650442500,26.76
1650443400,25.56
1650444300,24.76
1650445200,29.52
1650446100,26.12
1650447000,26.44
1650447900,26.72
1650448800,27.96
1650449700,27.96
1650450600,29.92
1650451500,28.68
1650452400,27.68
1650453300,28.24
1650454200,30.04
1650455100,27.92
1650456000,28.36
1650456900,26.2
1650457800,26.32
1650458700,26.08
1650459600,25.28
1650460500,25.12
1650461400,26.04
1650462300,24.52
1650463200,24.0
1650464100,25.24
1650465000,23.92
1650465900,23.4
1650466800,24.08
1650467700,23.0
1650468600,22.12
1650469500,22.84
1650470400,21.16
1650471300,22.32
1650472200,20.48
1650473100,20.32
1650474000,21.4
1650474900,21.16
1650475800,20.92
1650476700,20.76
1650477600,21.84
1650478500,21.92
1650479400,22.44
1650480300,22.0
1650481200,20.56
1650482100,19.64
1650483000,19.52
1650483900,19.92
1650484800,20.12
1650485700,19.76
1650486600,19.6
1650487500,20.0
1650488400,14.28
1650489300,14.0
1650490200,13.72
1650491100,13.72
1650492000,13.32
1650492900,13.28
1650493800,13.36
1650494700,13.2
1650495600,13.6
1650496500,13.12
1650497400,13.48
1650498300,13.0
1650499200,13.0
1650500100,13.12
1650501000,12.96
1650501900,12.92
1650502800,12.76
1650503700,13.08
1650504600,12.92
1650505500,13.12
1650506400,12.84
1650507300,12.96
1650508200,12.88
1650509100,13.0
1650510000,13.8
1650510900,13.64
1650511800,13.72
1650512700,13.48
1650513600,13.92
1650514500,13.04
1650515400,12.68
1650516300,12.72
1650517200,17.92
1650518100,19.12
1650519000,20.36
1650519900,23.36
1650520800,23.52
1650521700,23.44
1650522600,25.12
1650523500,27.28
1650524400,28.16
1650525300,26.44
1650526200,28.0
1650527100,30.04
1650528000,28.4
1650528900,29.68
1650529800,29.72
1650530700,31.52
1650531600,33.12
1650532500,30.44
1650533400,30.08
1650534300,29.4
1650535200,30.04
1650536100,30.84
1650537000,33.92
1650537900,30.36
1650538800,30.24
1650539700,29.92
1650540600,28.32
1650541500,28.8
1650542400,29.4
1650543300,29.76
1650544200,26.36
1650545100,28.52
1650546000,25.0
1650546900,26.36
1650547800,25.44
1650548700,25.04
1650549600,25.56
1650550500,25.52
1650551400,25.52
1650552300,25.08
1650553200,24.52
1650554100,24.04
1650555000,23.04
1650555900,23.44
1650556800,23.8
1650557700,23.04
1650558600,22.72
1650559500,22.12
1650560400,22.56
1650561300,21.6
1650562200,20.56
1650563100,20.52
1650564000,20.88
1650564900,20.08
1650565800,19.36
1650566700,18.8
1650567600,18.28
1650568500,17.68
1650569400,18.0
1650570300,17.16
1650571200,17.44
1650572100,17.72
1650573000,17.28
1650573900,17.16
1650574800,11.4
1650575700,11.2
1650576600,11.88
1650577500,11.84
1650578400,12.08
1650579300,11.72
1650580200,12.12
1650581100,11.68
1650582000,12.04
1650582900,11.64
1650583800,11.72
1650584700,11.4
1650585600,11.8
1650586500,11.36
1650587400,11.68
1650588300,11.28
1650589200,11.72
1650590100,11.36
1650591000,11.76
1650591900,11.36
1650592800,11.68
1650593700,11.32
1650594600,11.8
1650595500,11.68
1650596400,12.44
1650597300,12.08
1650598200,11.96
1650599100,11.76
1650600000,12.04
1650600900,11.72
1650601800,11.84
1650602700,11.92
1650603600,17.36
1650604500,20.52
1650605400,19.04
1650606300,21.92
1650607200,26.08
1650608100,23.48
1650609000,21.6
1650609900,24.16
1650610800,28.4
1650611700,27.36
1650612600,27.28
1650613500,27.52
1650614400,29.08
1650615300,29.44
1650616200,29.16
1650617100,29.0
1650618000,27.52
1650618900,26.8
1650619800,28.8
1650620700,29.16
1650621600,28.08
1650622500,27.16
1650623400,28.2
1650624300,27.36
1650625200,26.24
1650626100,26.36
1650627000,24.84
1650627900,23.8
1650628800,24.76
1650629700,26.32
1650630600,24.52
1650631500,22.52
1650632400,23.16
1650633300,24.0
1650634200,22.08
1650635100,21.16
1650636000,21.76
1650636900,21.48
1650637800,21.8
1650638700,22.2
1650639600,22.96
1650640500,23.32
1650641400,21.04
1650642300,20.68
1650643200,21.08
1650644100,20.56
1650645000,20.04
1650645900,20.68
1650646800,20.6
1650647700,20.88
1650648600,19.84
1650649500,22.44
1650650400,19.56
1650651300,20.56
1650652200,19.48
1650653100,18.16
1650654000,17.32
1650654900,16.44
1650655800,16.24
1650656700,16.44
1650657600,16.28
1650658500,16.36
1650659400,16.24
1650660300,17.04
1650661200,10.44
1650662100,10.44
1650663000,10.44
1650663900,10.4
1650664800,10.88
1650665700,11.08
1650666600,11.76
1650667500,11.12
1650668400,11.24
1650669300,10.88
1650670200,11.2
1650671100,11.0
1650672000,11.32
1650672900,10.96
1650673800,10.96
1650674700,10.6
1650675600,10.88
1650676500,10.56
1650677400,11.0
1650678300,10.6
1650679200,10.88
1650680100,10.56
1650681000,10.92
1650681900,10.8
1650682800,11.64
1650683700,11.44
1650684600,11.48
1650685500,11.44
1650686400,11.6
1650687300,11.48
1650688200,11.88
1650689100,11.44
1650690000,16.12
1650690900,18.04
1650691800,17.72
1650692700,18.16
1650693600,17.84
1650694500,18.68
1650695400,21.12
1650696300,21.24
1650697200,21.04
1650698100,23.8
1650699000,27.76
1650699900,30.2
1650700800,29.76
1650701700,29.28
1650702600,30.12
1650703500,29.68
1650704400,28.44
1650705300,29.44
1650706200,29.12
1650707100,28.88
1650708000,29.16
1650708900,29.8
1650709800,29.36
1650710700,29.04
1650711600,29.0
1650712500,28.28
1650713400,28.92
1650714300,26.0
1650715200,24.84
1650716100,22.4
1650717000,22.56
1650717900,22.8
1650718800,22.28
1650719700,22.52
1650720600,24.64
1650721500,22.04
1650722400,22.08
1650723300,22.24
1650724200,22.08
1650725100,21.8
1650726000,20.56
1650726900,19.04
1650727800,19.28
1650728700,20.16
1650729600,20.4
1650730500,21.08
1650731400,20.68
1650732300,19.36
1650733200,20.16
1650734100,19.44
1650735000,18.24
1650735900,19.8
1650736800,19.72
1650737700,18.64
1650738600,18.4
1650739500,18.04
1650740400,18.52
1650741300,16.72
1650742200,17.2
1650743100,16.96
1650744000,17.16
1650744900,16.84
1650745800,17.6
1650746700,16.76
1650747600,14.36
1650748500,13.84
1650749400,14.44
1650750300,13.92
1650751200,14.2
1650752100,13.92
1650753000,14.32
1650753900,14.04
1650754800,14.44
1650755700,12.68
1650756600,10.24
1650757500,10.16
1650758400,10.72
1650759300,10.48
1650760200,11.6
1650761100,11.24
1650762000,11.0
1650762900,10.6
1650763800,11.08
1650764700,10.68
1650765600,11.0
1650766500,10.6
1650767400,10.64
1650768300,10.32
1650769200,11.48
1650770100,10.96
1650771000,11.24
1650771900,10.96
1650772800,11.32
1650773700,11.04
1650774600,11.28
1650775500,10.92
1650776400,16.04
1650777300,17.52
1650778200,17.8
1650779100,17.6
1650780000,18.0
1650780900,18.16
1650781800,20.08
1650782700,18.4
1650783600,19.24
1650784500,19.2
1650785400,21.0
1650786300,20.8
1650787200,19.84
1650788100,19.36
1650789000,19.6
1650789900,19.4
1650790800,19.84
1650791700,19.52
1650792600,20.4
1650793500,19.76
1650794400,20.6
1650795300,19.76
1650796200,19.76
1650797100,19.68
1650798000,20.56
1650798900,20.32
1650799800,19.92
1650800700,18.88
1650801600,19.16
1650802500,18.92
1650803400,19.28
1650804300,19.64
1650805200,19.76
1650806100,20.04
1650807000,19.36
1650807900,18.36
1650808800,17.8
1650809700,17.76
1650810600,17.4
1650811500,17.56
1650812400,17.72
1650813300,19.48
1650814200,18.36
1650815100,18.12
1650816000,17.6
1650816900,17.88
1650817800,17.52
1650818700,17.88
1650819600,17.52
1650820500,17.92
1650821400,17.76
1650822300,18.44
1650823200,18.04
1650824100,18.48
1650825000,18.24
1650825900,18.52
1650826800,18.04
1650827700,17.84
1650828600,17.2
1650829500,17.72
1650830400,17.68
1650831300,17.72
1650832200,17.64
1650833100,17.68
1650834000,12.28
1650834900,11.48
1650835800,11.64
1650836700,11.48
1650837600,11.6
1650838500,11.48
1650839400,11.64
1650840300,11.4
1650841200,11.8
1650842100,11.48
1650843000,11.76
1650843900,11.36
1650844800,11.64
1650845700,11.24
1650846600,11.8
1650847500,11.36
1650848400,11.72
1650849300,11.4
1650850200,11.68
1650851100,11.32
1650852000,11.68
1650852900,11.52
1650853800,11.68
1650854700,11.48
1650855600,12.36
1650856500,12.24
1650857400,12.28
1650858300,12.32
1650859200,12.28
1650860100,12.32
1650861000,12.08
1650861900,12.52
1650862800,18.64
1650863700,20.08
1650864600,21.88
1650865500,23.72
1650866400,23.08
1650867300,21.4
1650868200,22.64
1650869100,24.76
1650870000,27.04
1650870900,27.56
1650871800,27.0
1650872700,27.96
1650873600,28.16
1650874500,27.96
1650875400,29.04
1650876300,28.8
1650877200,29.96
1650878100,28.68
1650879000,29.08
1650879900,29.56
1650880800,28.76
1650881700,29.24
1650882600,28.24
1650883500,29.24
1650884400,28.4
1650885300,28.64
1650886200,27.6
1650887100,28.0
1650888000,26.12
1650888900,25.6
1650889800,25.0
1650890700,27.72
1650891600,28.16
1650892500,26.96
1650893400,28.28
1650894300,27.12
1650895200,28.32
1650896100,29.0
1650897000,29.84
1650897900,30.08
1650898800,31.04
1650899700,32.12
1650900600,30.6
1650901500,29.32
1650902400,27.72
1650903300,24.68
1650904200,24.2
1650905100,24.44
1650906000,24.96
1650906900,23.84
1650907800,23.4
1650908700,21.16
1650909600,20.6
1650910500,20.88
1650911400,21.08
1650912300,20.48
1650913200,19.72
1650914100,17.76
1650915000,17.64
1650915900,17.88
1650916800,19.2
1650917700,18.76
1650918600,17.56
1650919500,18.2
1650920400,11.28
1650921300,11.56
1650922200,11.88
1650923100,11.72
1650924000,11.24
1650924900,11.48
1650925800,11.28
1650926700,11.8
1650927600,12.0
1650928500,11.88
1650929400,11.8
1650930300,12.12
1650931200,11.84
1650932100,12.12
1650933000,12.36
1650933900,12.16
1650934800,12.2
1650935700,12.44
1650936600,12.16
1650937500,12.28
1650938400,12.72
1650939300,12.6
1650940200,12.72
1650941100,12.48
1650942000,13.48
1650942900,13.2
1650943800,13.56
1650944700,13.04
1650945600,14.56
1650946500,13.16
1650947400,13.08
1650948300,13.16
1650949200,18.64
1650950100,20.44
1650951000,20.2
1650951900,24.84
1650952800,23.24
1650953700,25.12
1650954600,25.56
1650955500,28.04
1650956400,31.76
1650957300,29.44
1650958200,29.64
1650959100,30.96
1650960000,30.44
1650960900,32.12
1650961800,33.12
1650962700,35.24
1650963600,36.88
1650964500,34.76
1650965400,34.28
1650966300,34.68
1650967200,35.0
1650968100,35.16
1650969000,34.84
1650969900,34.48
1650970800,34.64
1650971700,35.12
1650972600,35.6
1650973500,36.0
1650974400,35.96
1650975300,33.52
1650976200,34.16
1650977100,35.64
1650978000,35.8
1650978900,32.8
1650979800,31.88
1650980700,32.24
1650981600,31.64
1650982500,34.12
1650983400,29.08
1650984300,29.24
1650985200,27.36
1650986100,26.72
1650987000,27.64
1650987900,27.0
1650988800,25.08
1650989700,24.56
1650990600,24.84
1650991500,23.16
1650992400,22.84
1650993300,24.6
1650994200,22.84
1650995100,21.32
1650996000,20.8
1650996900,20.0
1650997800,20.04
1650998700,20.0
1650999600,19.6
1651000500,18.48
1651001400,19.4
1651002300,18.4
1651003200,18.68
1651004100,18.4
1651005000,18.56
1651005900,18.24
1651006800,12.84
1651007700,12.4
1651008600,12.16
1651009500,11.8
1651010400,12.12
1651011300,11.8
1651012200,12.28
1651013100,11.84
1651014000,12.2
1651014900,11.72
1651015800,12.2
1651016700,11.84
1651017600,12.12
1651018500,11.76
1651019400,12.0
1651020300,11.72
1651021200,12.12
1651022100,11.8
1651023000,12.08
1651023900,12.0
1651024800,12.72
1651025700,12.36
1651026600,11.96
1651027500,12.04
1651028400,12.8
1651029300,12.76
1651030200,12.64
1651031100,12.6
1651032000,12.6
1651032900,12.8
1651033800,12.72
1651034700,12.88
1651035600,19.72
1651036500,19.48
1651037400,18.92
1651038300,23.52
1651039200,29.32
1651040100,30.56
1651041000,22.28
1651041900,23.88
1651042800,23.92
1651043700,25.28
1651044600,24.92
1651045500,26.12
1651046400,24.92
1651047300,25.68
1651048200,27.16
1651049100,28.16
1651050000,25.68
1651050900,26.08
1651051800,27.24
1651052700,26.8
1651053600,25.76
1651054500,27.08
1651055400,25.64
1651056300,26.2
1651057200,25.68
1651058100,23.8
1651059000,24.2
1651059900,26.24
1651060800,23.6
1651061700,23.76
1651062600,23.6
1651063500,26.76
1651064400,25.24
1651065300,25.2
1651066200,26.4
1651067100,25.08
1651068000,24.8
1651068900,24.36
1651069800,24.04
1651070700,23.76
1651071600,23.8
1651072500,21.76
1651073400,22.24
1651074300,22.24
1651075200,22.8
1651076100,20.96
1651077000,19.64
1651077900,20.64
1651078800,20.16
1651079700,20.52
1651080600,19.44
1651081500,18.68
1651082400,18.0
1651083300,19.08
1651084200,18.12
1651085100,20.04
1651086000,18.28
1651086900,18.24
1651087800,17.48
1651088700,17.92
1651089600,17.6
1651090500,18.32
1651091400,17.64
1651092300,18.56
1651093200,13.16
1651094100,13.16
1651095000,12.52
1651095900,13.16
1651096800,12.52
1651097700,11.56
1651098600,12.64
1651099500,11.72
1651100400,11.12
1651101300,10.92
1651102200,11.24
1651103100,11.08
1651104000,11.28
1651104900,10.84
1651105800,11.2
1651106700,10.88
1651107600,11.4
1651108500,11.0
1651109400,10.8
1651110300,10.44
1651111200,10.72
1651112100,10.44
1651113000,10.84
1651113900,10.48
1651114800,11.4
1651115700,11.24
1651116600,11.44
1651117500,11.32
1651118400,11.76
1651119300,11.28
1651120200,10.56
1651121100,10.96
1651122000,16.08
1651122900,18.12
1651123800,17.64
1651124700,20.16
1651125600,26.88
1651126500,23.12
1651127400,24.68
1651128300,27.68
1651129200,28.88
1651130100,31.84
1651131000,30.68
1651131900,29.04
1651132800,31.0
1651133700,31.4
1651134600,30.68
1651135500,32.52
1651136400,34.72
1651137300,33.56
1651138200,34.04
1651139100,33.2
1651140000,33.88
1651140900,33.92
1651141800,34.08
1651142700,34.48
1651143600,35.12
1651144500,33.8
1651145400,32.48
1651146300,33.68
1651147200,31.16
1651148100,32.24
1651149000,28.88
1651149900,29.52
1651150800,28.76
1651151700,28.28
1651152600,26.36
1651153500,26.88
1651154400,29.6
1651155300,28.88
1651156200,26.92
1651157100,26.2
1651158000,25.6
1651158900,24.8
1651159800,25.36
1651160700,24.68
1651161600,23.88
1651162500,26.12
1651163400,24.24
1651164300,21.8
1651165200,20.68
1651166100,21.44
1651167000,20.88
1651167900,19.8
1651168800,20.32
1651169700,18.8
1651170600,18.32
1651171500,18.24
1651172400,17.4
1651173300,16.6
1651174200,16.52
1651175100,16.72
1651176000,16.56
1651176900,16.72
1651177800,16.56
1651178700,16.8
1651179600,12.16
1651180500,10.76
1651181400,10.92
1651182300,11.16
1651183200,11.32
1651184100,11.6
1651185000,11.36
1651185900,11.52
1651186800,11.4
1651187700,11.48
1651188600,11.36
1651189500,11.44
1651190400,11.24
1651191300,11.16
1651192200,11.0
1651193100,11.04
1651194000,11.0
1651194900,10.96
1651195800,10.96
1651196700,11.0
1651197600,11.2
1651198500,10.92
1651199400,10.92
1651200300,10.48
1651201200,11.4
1651202100,11.4
1651203000,11.4
1651203900,11.04
1651204800,11.36
1651205700,11.04
1651206600,11.4
1651207500,11.36
1651208400,17.76
1651209300,18.48
1651210200,17.72
1651211100,18.56
1651212000,20.8
1651212900,27.12
1651213800,25.8
1651214700,29.08
1651215600,29.4
1651216500,28.32
1651217400,29.64
1651218300,30.88
1651219200,29.88
1651220100,29.08
1651221000,29.64
1651221900,27.84
1651222800,29.52
1651223700,29.04
1651224600,28.84
1651225500,28.68
1651226400,28.28
1651227300,28.24
1651228200,26.84
1651229100,25.8
1651230000,25.84
1651230900,25.28
1651231800,25.92
1651232700,24.96
1651233600,25.88
1651234500,25.92
1651235400,23.64
1651236300,22.92
1651237200,23.68
1651238100,23.88
1651239000,25.56
1651239900,22.92
1651240800,22.08
1651241700,21.4
1651242600,22.56
1651243500,23.92
1651244400,22.2
1651245300,22.72
1651246200,21.56
1651247100,22.4
1651248000,22.4
1651248900,21.64
1651249800,20.24
1651250700,20.44
1651251600,19.72
1651252500,20.32
1651253400,20.0
1651254300,18.4
1651255200,19.24
1651256100,19.0
1651257000,18.68
1651257900,17.72
1651258800,17.24
1651259700,16.44
1651260600,16.76
1651261500,16.4
1651262400,16.68
1651263300,17.12
1651264200,16.84
1651265100,16.56
1651266000,14.92
1651266900,14.64
1651267800,14.92
1651268700,14.48
1651269600,10.96
1651270500,10.64
1651271400,11.0
1651272300,10.68
1651273200,11.32
1651274100,10.88
1651275000,11.44
1651275900,11.4
1651276800,11.64
1651277700,11.36
1651278600,11.56
1651279500,11.28
1651280400,11.68
1651281300,11.36
1651282200,11.52
1651283100,11.48
1651284000,11.76
1651284900,11.48
1651285800,11.4
1651286700,11.0
1651287600,11.72
1651288500,11.88
1651289400,11.96
1651290300,11.84
1651291200,11.72
1651292100,11.68
1651293000,11.88
1651293900,11.52
1651294800,16.4
1651295700,18.12
1651296600,17.92
1651297500,18.2
1651298400,20.4
1651299300,24.48
1651300200,23.28
1651301100,22.68
1651302000,23.8
1651302900,25.88
1651303800,25.92
1651304700,28.04
1651305600,28.96
1651306500,29.24
1651307400,28.04
1651308300,28.08
1651309200,28.2
1651310100,29.48
1651311000,28.64
1651311900,26.76
1651312800,26.84
1651313700,26.84
1651314600,27.48
1651315500,27.92
1651316400,26.12
1651317300,25.36
1651318200,24.76
1651319100,25.6
1651320000,25.28
1651320900,25.68
1651321800,24.64
1651322700,23.4
1651323600,26.0
1651324500,25.28
1651325400,25.84
1651326300,23.88
1651327200,23.28
1651328100,22.64
1651329000,23.72
1651329900,22.56
1651330800,23.56
1651331700,23.68
1651332600,23.72
1651333500,23.28
1651334400,21.6
1651335300,21.92
1651336200,21.88
1651337100,21.56
1651338000,19.08
1651338900,19.12
1651339800,18.84
1651340700,19.64
1651341600,18.92
1651342500,19.52
1651343400,19.2
1651344300,19.0
1651345200,18.52
1651346100,18.2
1651347000,19.96
1651347900,18.24
1651348800,16.76
1651349700,17.4
1651350600,16.96
1651351500,15.92
1651352400,10.28
1651353300,10.96
1651354200,10.16
1651355100,10.32
1651356000,10.0
1651356900,10.32
1651357800,9.92
1651358700,10.56
1651359600,10.28
1651360500,10.4
1651361400,10.68
1651362300,10.8
1651363200,10.12
1651364100,10.16
1651365000,10.32
1651365900,9.88
1651366800,10.92
1651367700,9.92
1651368600,10.28
1651369500,10.0
1651370400,10.28
1651371300,10.04
1651372200,10.52
1651373100,10.64
1651374000,10.68
1651374900,10.92
1651375800,10.52
1651376700,10.92
1651377600,10.48
1651378500,10.8
1651379400,10.64
1651380300,10.8
1651381200,12.08
1651382100,13.24
1651383000,13.16
1651383900,13.36
1651384800,13.4
1651385700,13.44
1651386600,17.16
1651387500,16.0
1651388400,17.48
1651389300,16.88
1651390200,18.12
1651391100,15.84
1651392000,17.24
1651392900,15.84
1651393800,16.28
1651394700,15.56
1651395600,14.72
1651396500,15.64
1651397400,15.44
1651398300,17.92
1651399200,15.72
1651400100,16.08
1651401000,15.4
1651401900,15.8
1651402800,15.64
1651403700,16.32
1651404600,15.8
1651405500,16.8
1651406400,15.8
1651407300,15.32
1651408200,16.72
1651409100,15.4
1651410000,15.88
1651410900,15.8
1651411800,15.96
1651412700,16.04
1651413600,16.08
1651414500,17.0
1651415400,16.2
1651416300,15.64
1651417200,16.44
1651418100,15.88
1651419000,15.76
1651419900,14.76
1651420800,16.0
1651421700,15.52
1651422600,14.52
1651423500,13.16
1651424400,13.16
1651425300,15.52
1651426200,15.36
1651427100,14.76
1651428000,13.24
1651428900,13.32
1651429800,14.16
1651430700,12.6
1651431600,12.32
1651432500,11.32
1651433400,11.64
1651434300,11.28
1651435200,11.72
1651436100,11.56
1651437000,12.08
1651437900,12.56
1651438800,11.12
1651439700,11.56
1651440600,10.64
1651441500,11.04
1651442400,10.76
1651443300,10.96
1651444200,11.04
1651445100,10.24
1651446000,10.64
1651446900,10.28
1651447800,10.6
1651448700,10.48
1651449600,10.36
1651450500,10.4
1651451400,10.24
1651452300,10.64
1651453200,10.48
1651454100,10.72
1651455000,10.28
1651455900,10.48
1651456800,10.56
1651457700,9.96
1651458600,10.32
1651459500,9.92
1651460400,10.88
1651461300,10.56
1651462200,10.72
1651463100,11.28
1651464000,10.64
1651464900,10.88
1651465800,10.56
1651466700,11.12
1651467600,16.84
1651468500,23.36
1651469400,19.24
1651470300,21.76
1651471200,20.36
1651472100,22.56
1651473000,29.04
1651473900,32.88
1651474800,27.44
1651475700,27.44
1651476600,27.36
1651477500,27.52
1651478400,27.04
1651479300,28.96
1651480200,30.16
1651481100,31.0
1651482000,31.64
1651482900,31.24
1651483800,31.88
1651484700,32.52
1651485600,31.6
1651486500,30.52
1651487400,29.44
1651488300,26.68
1651489200,26.16
1651490100,24.8
1651491000,24.56
1651491900,26.2
1651492800,24.32
1651493700,24.28
1651494600,23.96
1651495500,25.24
1651496400,26.28
1651497300,26.36
1651498200,27.28
1651499100,27.32
1651500000,27.32
1651500900,26.36
1651501800,25.76
1651502700,25.2
1651503600,25.52
1651504500,25.72
1651505400,24.36
1651506300,25.12
1651507200,23.2
1651508100,26.12
1651509000,25.32
1651509900,24.92
1651510800,25.12
1651511700,24.76
1651512600,22.88
1651513500,21.84
1651514400,22.64
1651515300,21.72
1651516200,21.84
1651517100,21.36
1651518000,19.44
1651518900,18.08
1651519800,18.0
1651520700,18.52
1651521600,18.84
1651522500,18.92
1651523400,18.44
1651524300,18.6
1651525200,17.2
1651526100,16.84
1651527000,13.76
1651527900,11.4
1651528800,11.72
1651529700,11.84
1651530600,12.0
1651531500,12.2
1651532400,11.92
1651533300,12.2
1651534200,11.8
1651535100,12.6
1651536000,12.4
1651536900,12.24
1651537800,12.6
1651538700,12.16
1651539600,12.24
1651540500,11.84
1651541400,11.92
1651542300,12.08
1651543200,11.8
1651544100,12.04
1651545000,11.8
1651545900,11.96
1651546800,12.6
1651547700,12.64
1651548600,12.72
1651549500,12.4
1651550400,13.32
1651551300,13.08
1651552200,14.04
1651553100,13.84
1651554000,19.08
1651554900,20.28
1651555800,20.16
1651556700,22.48
1651557600,28.4
1651558500,26.16
1651559400,26.16
1651560300,27.36
1651561200,30.48
1651562100,29.08
1651563000,29.12
1651563900,31.36
1651564800,29.4
